id,severity,file,line,logic,why_dangerous,correct_behavior
CF-0452,HIGH,backend/python/multi_agent/agents/revenue_strategy_agent.py,63,"avg_ticket = m.get(""avg_ticket"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0453,HIGH,backend/python/multi_agent/agents/sales_agent.py,19,"win_rate = ctx.metrics.get(""win_rate"", 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0454,HIGH,backend/python/multi_agent/base_agent.py,90,"response = AgentResponse(trace_id=request.trace_id, agent_role=self.role, message=Message(role=MessageRole.ASSISTANT, content=content), context=request.context, tokens_used=llm_response.get('tokens_used', 0), cost_usd=llm_response.get('cost_usd', 0.0), latency_ms=latency_ms, provider=self.provider, model=self.model, finish_reason=llm_response.get('finish_reason'), metadata=request.metadata)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0455,HIGH,backend/python/multi_agent/base_agent.py,163,"tokens_used = int(getattr(usage, 'total_token_count', 0) or 0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0456,MEDIUM,backend/python/multi_agent/base_agent.py,165,cost = tokens_used * cost_per_1k / 1000,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0457,MEDIUM,backend/python/multi_agent/decision_orchestrator.py,149,# Collect alerts/actions,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0458,HIGH,backend/python/multi_agent/decision_orchestrator.py,186,"elif accumulated_metrics.get(""breaches"", 0) > 0:",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0459,MEDIUM,backend/python/multi_agent/feature_store/campaign_features.py,3,Builds features for marketing/acquisition performance analysis by agents.,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0460,HIGH,backend/python/multi_agent/feature_store/campaign_features.py,39,"amt = pd.to_numeric(df[""amount""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0461,HIGH,backend/python/multi_agent/feature_store/campaign_features.py,53,"tpv = pd.to_numeric(df[""tpv""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0462,HIGH,backend/python/multi_agent/feature_store/campaign_features.py,54,"amt = pd.to_numeric(df[""amount""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0463,HIGH,backend/python/multi_agent/feature_store/campaign_features.py,55,"df[""tpv_ratio""] = (tpv / amt.replace(0, float(""nan""))).fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0464,HIGH,backend/python/multi_agent/feature_store/loan_features.py,32,"pd.to_numeric(df[""dpd""], errors=""coerce"").fillna(0),",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0465,HIGH,backend/python/multi_agent/feature_store/loan_features.py,41,"cl = pd.to_numeric(df[""credit_line""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0466,HIGH,backend/python/multi_agent/feature_store/loan_features.py,42,"amt = pd.to_numeric(df[""amount""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0467,HIGH,backend/python/multi_agent/feature_store/loan_features.py,43,"df[""utilization_ratio""] = (amt / cl.replace(0, float(""nan""))).fillna(0).clip(0, 2)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0468,HIGH,backend/python/multi_agent/feature_store/loan_features.py,50,"df[""days_since_origination""] = (pd.Timestamp.now() - orig).dt.days.fillna(0).astype(int)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0469,HIGH,backend/python/multi_agent/feature_store/loan_features.py,56,"pay = pd.to_numeric(df[""total_payment_received""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0470,HIGH,backend/python/multi_agent/feature_store/loan_features.py,57,"amt = pd.to_numeric(df[""amount""], errors=""coerce"").fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0471,HIGH,backend/python/multi_agent/feature_store/loan_features.py,58,"df[""payment_coverage""] = (pay / amt.replace(0, float(""nan""))).fillna(0)",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0472,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,31,"total_balance = _d(row.get(""total_portfolio_balance"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0473,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,32,"total_disbursed = _d(row.get(""total_disbursed"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0474,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,33,"total_collected = _d(row.get(""total_collected"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0475,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,34,"active_count = int(row.get(""active_loan_count"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0476,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,35,"delinquent_count = int(row.get(""delinquent_loan_count"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0477,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,36,"defaulted_count = int(row.get(""defaulted_loan_count"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0478,HIGH,backend/python/multi_agent/feature_store/treasury_features.py,37,"collection_rate = _d(row.get(""collection_rate"", 0))",Silent default may mask missing/undefined financial values.,Use explicit NA/error path with business-approved fallback policy.
CF-0479,MEDIUM,backend/python/multi_agent/feature_store/treasury_features.py,50,Decimal(str(delinquent_count)) / Decimal(str(total_loans)) * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0480,MEDIUM,backend/python/multi_agent/feature_store/treasury_features.py,57,total_balance / total_disbursed * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0481,MEDIUM,backend/python/multi_agent/feature_store/treasury_features.py,69,Decimal(str(active_count)) / Decimal(str(total_loans)) * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0482,MEDIUM,backend/python/multi_agent/historical_backend_supabase.py,15,"self._headers = {'apikey': self.api_key, 'Authorization': f'Bearer {self.api_key}', 'Content-Type': 'application/json'}",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0483,MEDIUM,backend/python/multi_agent/historical_backend_supabase.py,18,url = f'{self.base_url}/rest/v1/{self.table}',Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0484,MEDIUM,backend/python/multi_agent/historical_context.py,120,x_mean: float = sum(x_values) / n,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0485,MEDIUM,backend/python/multi_agent/historical_context.py,121,y_mean: float = sum(y_values) / n,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0486,MEDIUM,backend/python/multi_agent/historical_context.py,156,return sum((h.value for h in history)) / len(history) if history else None,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0487,MEDIUM,backend/python/multi_agent/historical_context.py,203,percent_change = (end_val - start_val) / start_val * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0488,MEDIUM,backend/python/multi_agent/historical_context.py,263,first_half_mean = sum((h.value for h in history[:mid])) / mid,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0489,MEDIUM,backend/python/multi_agent/historical_context.py,268,change_pct = abs(second_half_mean - first_half_mean) / first_half_mean * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0490,MEDIUM,backend/python/multi_agent/historical_context.py,280,y_mean = sum(values) / n,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0491,MEDIUM,backend/python/multi_agent/historical_context.py,281,"numerator = sum(((x - n / 2) * (y - y_mean) for x, y in zip(x_values, values)))",Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0492,MEDIUM,backend/python/multi_agent/historical_context.py,284,y_pred = [slope * (x - n / 2) + y_mean for x in x_values],Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0493,MEDIUM,backend/python/multi_agent/historical_context.py,293,percent_change = (end_val - start_val) / start_val * 100,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0494,MEDIUM,backend/python/multi_agent/historical_context.py,311,x_mean = sum(x_values) / n,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0495,MEDIUM,backend/python/multi_agent/historical_context.py,312,y_mean = sum(y_values) / n,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0496,MEDIUM,backend/python/multi_agent/historical_context.py,333,a = (sum_y * (sum_x2 * sum_x4 - sum_x3 * sum_x3) - sum_xy * (sum_x * sum_x4 - sum_x2 * sum_x3) + sum_x2y * (sum_x * sum_x3 - sum_x2 * sum_x2)) / denom,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0497,MEDIUM,backend/python/multi_agent/historical_context.py,334,b = (n * (sum_xy * sum_x4 - sum_x2y * sum_x3) - sum_y * (sum_x * sum_x4 - sum_x2 * sum_x3) + sum_x2y * (sum_x * sum_x3 - sum_x2 * sum_x2)) / denom,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
CF-0498,MEDIUM,backend/python/multi_agent/historical_context.py,335,c = (n * (sum_x2 * sum_x2y - sum_x * sum_xy) - sum_y * (sum_x2 * sum_x2 - sum_x * sum_x) + sum_xy * (sum_x * sum_x - sum_x2 * sum_x)) / denom,Potential denominator safety issue (heuristic detection).,Guard denominator explicitly and define undefined-case semantics.
